S_No,PID,Session,Image,Rating,Time Spent,Timestamp
1,pid-15,sess-1,f221.png,30.2631578947368,6,2024-08-31 16:27:50
2,pid-15,sess-1,f183.png,0,6,2024-08-31 16:27:57
3,pid-15,sess-1,f168.png,22.3684210526316,5,2024-08-31 16:28:03
4,pid-15,sess-1,f159.png,0,7,2024-08-31 16:28:10
5,pid-15,sess-1,f164.png,57.1428571428571,8,2024-08-31 16:28:19
6,pid-15,sess-1,f148.png,70.8646616541353,11,2024-08-31 16:28:30
7,pid-15,sess-1,r41.png,84.9624060150376,7,2024-08-31 16:28:38
8,pid-15,sess-1,f176.png,43.609022556391,7,2024-08-31 16:28:46
9,pid-15,sess-1,f189.png,83.4586466165414,13,2024-08-31 16:28:59
10,pid-15,sess-1,f171.png,55.6390977443609,13,2024-08-31 16:29:12
11,pid-15,sess-1,r43.png,79.8872180451128,5,2024-08-31 16:29:18
12,pid-15,sess-1,f198.png,26.8796992481203,8,2024-08-31 16:29:27
13,pid-15,sess-1,f179.png,75.3759398496241,8,2024-08-31 16:29:35
14,pid-15,sess-1,f128.png,50,6,2024-08-31 16:29:42
15,pid-15,sess-1,r46.png,84.2105263157895,7,2024-08-31 16:29:49
16,pid-15,sess-1,f147.png,59.0225563909774,15,2024-08-31 16:30:05
17,pid-15,sess-1,f237.png,38.9097744360902,10,2024-08-31 16:30:16
18,pid-15,sess-1,f203.png,26.1278195488722,8,2024-08-31 16:30:25
19,pid-15,sess-1,f161.png,74.0601503759399,11,2024-08-31 16:30:36
20,pid-15,sess-1,f184.png,100,4,2024-08-31 16:30:40
21,pid-15,sess-1,f134.png,79.8872180451128,10,2024-08-31 16:30:51
22,pid-15,sess-1,r42.png,90.6015037593985,5,2024-08-31 16:30:57
23,pid-15,sess-1,f165.png,69.5488721804511,10,2024-08-31 16:31:08
24,pid-15,sess-1,f220.png,95.3007518796993,10,2024-08-31 16:31:18
25,pid-15,sess-1,r35.png,100,7,2024-08-31 16:31:26
26,pid-15,sess-1,f223.png,57.1428571428571,8,2024-08-31 16:31:34
27,pid-15,sess-1,f174.png,100,6,2024-08-31 16:31:41
28,pid-15,sess-1,f178.png,100,4,2024-08-31 16:31:45
29,pid-15,sess-1,f162.png,78.3834586466165,15,2024-08-31 16:32:01
30,pid-15,sess-1,f209.png,100,6,2024-08-31 16:32:07
31,pid-15,sess-1,f136.png,0,5,2024-08-31 16:32:13
32,pid-15,sess-1,f204.png,88.9097744360902,6,2024-08-31 16:32:19
33,pid-15,sess-1,f239.png,81.5789473684211,13,2024-08-31 16:32:33
34,pid-15,sess-1,f154.png,74.0601503759399,10,2024-08-31 16:32:44
35,pid-15,sess-1,f188.png,17.4812030075188,5,2024-08-31 16:32:50
36,pid-15,sess-1,f226.png,5.82706766917293,5,2024-08-31 16:32:55
37,pid-15,sess-1,r56.png,74.2481203007519,18,2024-08-31 16:33:14
38,pid-15,sess-1,f199.png,23.4962406015038,4,2024-08-31 16:33:19
39,pid-15,sess-1,f201.png,55.8270676691729,8,2024-08-31 16:33:28
40,pid-15,sess-1,f218.png,100,7,2024-08-31 16:33:35
41,pid-15,sess-1,f180.png,43.984962406015,12,2024-08-31 16:33:48
42,pid-15,sess-1,f163.png,1.31578947368421,3,2024-08-31 16:33:52
43,pid-15,sess-1,r53.png,97.7443609022556,5,2024-08-31 16:33:57
44,pid-15,sess-1,f135.png,74.2481203007519,8,2024-08-31 16:34:06
45,pid-15,sess-1,f185.png,100,5,2024-08-31 16:34:11
46,pid-15,sess-1,f233.png,1.69172932330827,5,2024-08-31 16:34:16
47,pid-15,sess-1,f192.png,64.8496240601504,7,2024-08-31 16:34:23
48,pid-15,sess-1,f190.png,41.9172932330827,5,2024-08-31 16:34:29
49,pid-15,sess-1,f200.png,63.9097744360902,8,2024-08-31 16:34:37
50,pid-15,sess-1,f186.png,0,9,2024-08-31 16:34:47
51,pid-15,sess-1,r49.png,78.7593984962406,6,2024-08-31 16:34:53
52,pid-15,sess-1,f235.png,66.3533834586466,14,2024-08-31 16:35:08
53,pid-15,sess-1,f155.png,38.7218045112782,7,2024-08-31 16:35:15
54,pid-15,sess-1,f172.png,22.7443609022556,11,2024-08-31 16:35:27
55,pid-15,sess-1,f166.png,88.7218045112782,3,2024-08-31 16:35:31
56,pid-15,sess-1,r51.png,83.4586466165414,2,2024-08-31 16:35:33
57,pid-15,sess-1,r44.png,90.0375939849624,7,2024-08-31 16:35:40
58,pid-15,sess-1,f175.png,100,5,2024-08-31 16:35:45
59,pid-15,sess-1,f129.png,87.218045112782,4,2024-08-31 16:35:50
60,pid-15,sess-1,f137.png,18.609022556391,2,2024-08-31 16:35:53
61,pid-15,sess-1,r47.png,99.812030075188,3,2024-08-31 16:35:57
62,pid-15,sess-1,f121.png,92.8571428571429,4,2024-08-31 16:36:01
63,pid-15,sess-1,r33.png,95.3007518796993,2,2024-08-31 16:36:04
64,pid-15,sess-1,f193.png,57.3308270676692,8,2024-08-31 16:36:12
65,pid-15,sess-1,r36.png,100,4,2024-08-31 16:36:17
66,pid-15,sess-1,f182.png,49.2481203007519,11,2024-08-31 16:36:29
67,pid-15,sess-1,f132.png,0,3,2024-08-31 16:36:32
68,pid-15,sess-1,f225.png,72.7443609022556,7,2024-08-31 16:36:39
69,pid-15,sess-1,f149.png,18.984962406015,4,2024-08-31 16:36:44
70,pid-15,sess-1,f206.png,0,3,2024-08-31 16:36:47
71,pid-15,sess-1,f131.png,31.203007518797,6,2024-08-31 16:36:53
72,pid-15,sess-1,f231.png,19.5488721804511,5,2024-08-31 16:36:59
73,pid-15,sess-1,f222.png,75.187969924812,6,2024-08-31 16:37:06
74,pid-15,sess-1,f238.png,42.1052631578947,5,2024-08-31 16:37:11
75,pid-15,sess-1,f146.png,13.9097744360902,4,2024-08-31 16:37:15
76,pid-15,sess-1,f153.png,73.1203007518797,8,2024-08-31 16:37:24
77,pid-15,sess-1,f160.png,100,7,2024-08-31 16:37:31
78,pid-15,sess-1,f125.png,82.3308270676692,5,2024-08-31 16:37:37
79,pid-15,sess-1,f126.png,38.9097744360902,3,2024-08-31 16:37:40
80,pid-15,sess-1,f158.png,72.5563909774436,2,2024-08-31 16:37:42
81,pid-15,sess-1,f145.png,70.1127819548872,4,2024-08-31 16:37:47
82,pid-15,sess-1,f224.png,99.0601503759399,2,2024-08-31 16:37:49
83,pid-15,sess-1,f234.png,18.4210526315789,3,2024-08-31 16:37:52
84,pid-15,sess-1,f151.png,71.0526315789474,2,2024-08-31 16:37:54
85,pid-15,sess-1,f157.png,100,2,2024-08-31 16:37:57
86,pid-15,sess-1,f169.png,87.218045112782,2,2024-08-31 16:38:00
87,pid-15,sess-1,f217.png,17.8571428571429,5,2024-08-31 16:38:05
88,pid-15,sess-1,f177.png,0,2,2024-08-31 16:38:08
89,pid-15,sess-1,f143.png,3.7593984962406,2,2024-08-31 16:38:10
90,pid-15,sess-1,f122.png,67.2932330827068,3,2024-08-31 16:38:13
91,pid-15,sess-1,f219.png,75.187969924812,4,2024-08-31 16:38:18
92,pid-15,sess-1,f212.png,100,3,2024-08-31 16:38:21
93,pid-15,sess-1,f211.png,94.3609022556391,11,2024-08-31 16:38:32
94,pid-15,sess-1,f195.png,11.0902255639098,1,2024-08-31 16:38:34
95,pid-15,sess-1,f124.png,29.1353383458647,8,2024-08-31 16:38:43
96,pid-15,sess-1,f187.png,21.4285714285714,9,2024-08-31 16:38:52
97,pid-15,sess-1,f232.png,6.95488721804511,2,2024-08-31 16:38:55
98,pid-15,sess-1,f139.png,97.3684210526316,6,2024-08-31 16:39:01
99,pid-15,sess-1,r45.png,86.0902255639098,5,2024-08-31 16:39:06
100,pid-15,sess-1,f228.png,97.5563909774436,2,2024-08-31 16:39:09
101,pid-15,sess-1,f133.png,69.1729323308271,2,2024-08-31 16:39:11
102,pid-15,sess-1,f181.png,17.8571428571429,2,2024-08-31 16:39:13
103,pid-15,sess-1,r48.png,4.51127819548872,5,2024-08-31 16:39:19
104,pid-15,sess-1,r39.png,100,2,2024-08-31 16:39:21
105,pid-15,sess-1,r55.png,67.6691729323308,17,2024-08-31 16:39:39
106,pid-15,sess-1,f152.png,87.0300751879699,5,2024-08-31 16:39:45
107,pid-15,sess-1,r52.png,88.7218045112782,7,2024-08-31 16:39:52
108,pid-15,sess-1,r31.png,99.0601503759399,5,2024-08-31 16:39:58
109,pid-15,sess-1,r60.png,20.4887218045113,3,2024-08-31 16:40:01
110,pid-15,sess-1,f138.png,88.5338345864662,6,2024-08-31 16:40:08
111,pid-15,sess-1,f216.png,85.1503759398496,3,2024-08-31 16:40:12
112,pid-15,sess-1,r37.png,85.5263157894737,3,2024-08-31 16:40:15
113,pid-15,sess-1,f210.png,4.88721804511278,4,2024-08-31 16:40:19
114,pid-15,sess-1,f167.png,89.8496240601504,6,2024-08-31 16:40:25
115,pid-15,sess-1,f142.png,5.82706766917293,3,2024-08-31 16:40:29
116,pid-15,sess-1,r34.png,53.5714285714286,21,2024-08-31 16:40:51
117,pid-15,sess-1,r40.png,64.8496240601504,7,2024-08-31 16:40:58
118,pid-15,sess-1,f215.png,64.6616541353383,1,2024-08-31 16:41:00
119,pid-15,sess-1,f144.png,67.8571428571429,7,2024-08-31 16:41:08
120,pid-15,sess-1,r58.png,86.8421052631579,7,2024-08-31 16:41:15
121,pid-15,sess-1,r38.png,34.2105263157895,7,2024-08-31 16:41:23
122,pid-15,sess-1,f202.png,17.8571428571429,2,2024-08-31 16:41:26
123,pid-15,sess-1,f130.png,81.5789473684211,14,2024-08-31 16:41:40
124,pid-15,sess-1,f127.png,81.5789473684211,4,2024-08-31 16:41:44
125,pid-15,sess-1,f194.png,79.1353383458647,6,2024-08-31 16:41:50
126,pid-15,sess-1,f150.png,97.3684210526316,7,2024-08-31 16:41:58
127,pid-15,sess-1,f227.png,16.3533834586466,5,2024-08-31 16:42:03
128,pid-15,sess-1,f140.png,1.8796992481203,5,2024-08-31 16:42:09
129,pid-15,sess-1,f213.png,71.4285714285714,26,2024-08-31 16:42:36
130,pid-15,sess-1,f196.png,28.7593984962406,4,2024-08-31 16:42:41
131,pid-15,sess-1,f191.png,30.8270676691729,3,2024-08-31 16:42:44
132,pid-15,sess-1,f236.png,81.9548872180451,6,2024-08-31 16:42:51
133,pid-15,sess-1,f123.png,0,2,2024-08-31 16:42:54
134,pid-15,sess-1,f170.png,0,3,2024-08-31 16:42:57
135,pid-15,sess-1,f173.png,0,2,2024-08-31 16:42:59
136,pid-15,sess-1,r32.png,93.609022556391,5,2024-08-31 16:43:05
137,pid-15,sess-1,f214.png,0.37593984962406,4,2024-08-31 16:43:09
138,pid-15,sess-1,f207.png,83.4586466165414,4,2024-08-31 16:43:14
139,pid-15,sess-1,f156.png,96.6165413533835,2,2024-08-31 16:43:17
140,pid-15,sess-1,f141.png,0,3,2024-08-31 16:43:20
141,pid-15,sess-1,r59.png,100,2,2024-08-31 16:43:22
142,pid-15,sess-1,r57.png,0.75187969924812,3,2024-08-31 16:43:26
143,pid-15,sess-1,r54.png,99.0601503759399,5,2024-08-31 16:43:31
144,pid-15,sess-1,f208.png,75.7518796992481,5,2024-08-31 16:43:37
145,pid-15,sess-1,f230.png,76.3157894736842,14,2024-08-31 16:43:51
146,pid-15,sess-1,f205.png,0.56390977443609,3,2024-08-31 16:43:55
147,pid-15,sess-1,f197.png,0,2,2024-08-31 16:43:57
148,pid-15,sess-1,f229.png,86.4661654135338,6,2024-08-31 16:44:04
149,pid-15,sess-1,f240.png,98.6842105263158,2,2024-08-31 16:44:06
150,pid-15,sess-1,r50.png,62.0300751879699,3,2024-08-31 16:44:10
