S_No,PID,Session,Image,Rating,Time Spent,Timestamp
1,pid-34,sess-0,f326.png,100,15,2024-09-01 10:57:53
2,pid-34,sess-0,f341.png,24.6240601503759,39,2024-09-01 10:58:33
3,pid-34,sess-0,f308.png,74.812030075188,10,2024-09-01 10:58:43
4,pid-34,sess-0,f335.png,100,6,2024-09-01 10:58:50
5,pid-34,sess-0,f290.png,100,11,2024-09-01 10:59:01
6,pid-34,sess-0,f286.png,100,4,2024-09-01 10:59:05
7,pid-34,sess-0,f281.png,76.5037593984962,24,2024-09-01 10:59:30
8,pid-34,sess-0,f258.png,100,7,2024-09-01 10:59:38
9,pid-34,sess-0,f324.png,100,11,2024-09-01 10:59:49
10,pid-34,sess-0,r62.png,100,6,2024-09-01 10:59:55
11,pid-34,sess-0,f252.png,50,13,2024-09-01 11:00:08
12,pid-34,sess-0,r81.png,100,4,2024-09-01 11:00:13
13,pid-34,sess-0,f317.png,0,15,2024-09-01 11:00:28
14,pid-34,sess-0,f316.png,25.187969924812,9,2024-09-01 11:00:38
15,pid-34,sess-0,r86.png,74.2481203007519,8,2024-09-01 11:00:46
16,pid-34,sess-0,f298.png,100,17,2024-09-01 11:01:04
17,pid-34,sess-0,f333.png,100,30,2024-09-01 11:01:34
18,pid-34,sess-0,f267.png,50,8,2024-09-01 11:01:43
19,pid-34,sess-0,f257.png,100,6,2024-09-01 11:01:49
20,pid-34,sess-0,f265.png,74.6240601503759,12,2024-09-01 11:02:02
21,pid-34,sess-0,f338.png,100,25,2024-09-01 11:02:27
22,pid-34,sess-0,f299.png,50.7518796992481,12,2024-09-01 11:02:39
23,pid-34,sess-0,f248.png,100,10,2024-09-01 11:02:50
24,pid-34,sess-0,r74.png,100,3,2024-09-01 11:02:54
25,pid-34,sess-0,f322.png,75.187969924812,11,2024-09-01 11:03:05
26,pid-34,sess-0,f312.png,51.1278195488722,8,2024-09-01 11:03:14
27,pid-34,sess-0,r76.png,100,11,2024-09-01 11:03:25
28,pid-34,sess-0,f262.png,100,8,2024-09-01 11:03:34
29,pid-34,sess-0,f303.png,50,15,2024-09-01 11:03:50
30,pid-34,sess-0,f251.png,100,7,2024-09-01 11:03:58
31,pid-34,sess-0,f307.png,100,4,2024-09-01 11:04:02
32,pid-34,sess-0,f309.png,100,13,2024-09-01 11:04:15
33,pid-34,sess-0,f247.png,100,36,2024-09-01 11:04:52
34,pid-34,sess-0,f327.png,100,6,2024-09-01 11:04:58
35,pid-34,sess-0,r66.png,74.812030075188,14,2024-09-01 11:05:13
36,pid-34,sess-0,r88.png,100,3,2024-09-01 11:05:17
37,pid-34,sess-0,f340.png,100,4,2024-09-01 11:05:21
38,pid-34,sess-0,f255.png,100,5,2024-09-01 11:05:27
39,pid-34,sess-0,f311.png,50,7,2024-09-01 11:05:34
40,pid-34,sess-0,f334.png,100,5,2024-09-01 11:05:40
41,pid-34,sess-0,f263.png,50,4,2024-09-01 11:05:44
42,pid-34,sess-0,r69.png,100,13,2024-09-01 11:05:57
43,pid-34,sess-0,f285.png,100,5,2024-09-01 11:06:03
44,pid-34,sess-0,f266.png,100,5,2024-09-01 11:06:08
45,pid-34,sess-0,f246.png,100,18,2024-09-01 11:06:27
46,pid-34,sess-0,r68.png,100,31,2024-09-01 11:06:59
47,pid-34,sess-0,f332.png,100,10,2024-09-01 11:07:09
48,pid-34,sess-0,r77.png,74.0601503759399,15,2024-09-01 11:07:24
49,pid-34,sess-0,f353.png,100,24,2024-09-01 11:07:49
50,pid-34,sess-0,f342.png,100,30,2024-09-01 11:08:20
51,pid-34,sess-0,r72.png,73.8721804511278,17,2024-09-01 11:08:37
52,pid-34,sess-0,f349.png,100,14,2024-09-01 11:08:51
