S_No,PID,Session,Image,Rating,Time Spent,Timestamp
1,pid-10,sess-1,f364.png,68.796992481203,4,2024-08-25 13:42:56
2,pid-10,sess-1,f421.png,66.7293233082707,8,2024-08-25 13:43:04
3,pid-10,sess-1,r103.png,71.9924812030075,5,2024-08-25 13:43:10
4,pid-10,sess-1,f424.png,87.593984962406,2,2024-08-25 13:43:12
5,pid-10,sess-1,f386.png,76.5037593984962,1,2024-08-25 13:43:14
6,pid-10,sess-1,f411.png,73.4962406015038,1,2024-08-25 13:43:16
7,pid-10,sess-1,f380.png,87.406015037594,2,2024-08-25 13:43:19
8,pid-10,sess-1,f367.png,84.2105263157895,2,2024-08-25 13:43:21
9,pid-10,sess-1,f365.png,73.4962406015038,2,2024-08-25 13:43:24
10,pid-10,sess-1,f366.png,29.1353383458647,3,2024-08-25 13:43:27
11,pid-10,sess-1,f456.png,66.1654135338346,2,2024-08-25 13:43:30
12,pid-10,sess-1,f363.png,65.2255639097744,1,2024-08-25 13:43:32
13,pid-10,sess-1,f407.png,74.2481203007519,1,2024-08-25 13:43:34
14,pid-10,sess-1,f449.png,85.3383458646617,1,2024-08-25 13:43:36
15,pid-10,sess-1,f417.png,80.4511278195489,2,2024-08-25 13:43:38
16,pid-10,sess-1,f409.png,63.5338345864662,2,2024-08-25 13:43:40
17,pid-10,sess-1,f423.png,83.2706766917293,2,2024-08-25 13:43:43
18,pid-10,sess-1,f377.png,57.5187969924812,2,2024-08-25 13:43:45
19,pid-10,sess-1,f450.png,88.5338345864662,2,2024-08-25 13:43:47
20,pid-10,sess-1,f435.png,90.7894736842105,2,2024-08-25 13:43:50
21,pid-10,sess-1,f396.png,89.8496240601504,1,2024-08-25 13:43:52
22,pid-10,sess-1,f426.png,82.7067669172932,2,2024-08-25 13:43:55
23,pid-10,sess-1,f384.png,86.0902255639098,1,2024-08-25 13:43:56
24,pid-10,sess-1,r109.png,83.2706766917293,1,2024-08-25 13:43:58
25,pid-10,sess-1,f375.png,98.8721804511278,2,2024-08-25 13:44:00
26,pid-10,sess-1,f431.png,93.796992481203,1,2024-08-25 13:44:02
27,pid-10,sess-1,f391.png,85.5263157894737,1,2024-08-25 13:44:04
28,pid-10,sess-1,f475.png,62.593984962406,2,2024-08-25 13:44:06
29,pid-10,sess-1,r115.png,80.6390977443609,1,2024-08-25 13:44:08
30,pid-10,sess-1,r113.png,73.8721804511278,2,2024-08-25 13:44:11
31,pid-10,sess-1,f460.png,97.3684210526316,2,2024-08-25 13:44:13
32,pid-10,sess-1,r118.png,85.7142857142857,2,2024-08-25 13:44:16
33,pid-10,sess-1,f477.png,82.3308270676692,2,2024-08-25 13:44:18
34,pid-10,sess-1,f462.png,59.5864661654135,3,2024-08-25 13:44:21
35,pid-10,sess-1,f459.png,63.3458646616541,2,2024-08-25 13:44:24
36,pid-10,sess-1,f370.png,69.3609022556391,1,2024-08-25 13:44:26
37,pid-10,sess-1,f470.png,74.0601503759399,2,2024-08-25 13:44:28
38,pid-10,sess-1,r91.png,87.9699248120301,2,2024-08-25 13:44:30
39,pid-10,sess-1,f441.png,86.6541353383459,2,2024-08-25 13:44:33
40,pid-10,sess-1,f372.png,85.7142857142857,2,2024-08-25 13:44:36
41,pid-10,sess-1,r117.png,82.3308270676692,2,2024-08-25 13:44:38
42,pid-10,sess-1,r96.png,83.8345864661654,1,2024-08-25 13:44:39
43,pid-10,sess-1,f429.png,100,2,2024-08-25 13:44:42
44,pid-10,sess-1,f408.png,75.3759398496241,2,2024-08-25 13:44:44
45,pid-10,sess-1,f474.png,89.0977443609023,1,2024-08-25 13:44:46
46,pid-10,sess-1,f373.png,86.6541353383459,2,2024-08-25 13:44:48
47,pid-10,sess-1,f457.png,87.9699248120301,1,2024-08-25 13:44:50
48,pid-10,sess-1,f414.png,81.5789473684211,1,2024-08-25 13:44:52
49,pid-10,sess-1,r108.png,73.4962406015038,2,2024-08-25 13:44:54
50,pid-10,sess-1,f442.png,83.4586466165414,2,2024-08-25 13:44:57
51,pid-10,sess-1,f389.png,87.218045112782,1,2024-08-25 13:44:59
52,pid-10,sess-1,f463.png,88.7218045112782,1,2024-08-25 13:45:00
53,pid-10,sess-1,r111.png,80.8270676691729,1,2024-08-25 13:45:02
54,pid-10,sess-1,f444.png,90.4135338345865,1,2024-08-25 13:45:04
55,pid-10,sess-1,f398.png,91.5413533834587,2,2024-08-25 13:45:06
56,pid-10,sess-1,r110.png,82.3308270676692,1,2024-08-25 13:45:08
57,pid-10,sess-1,f447.png,87.7819548872181,1,2024-08-25 13:45:10
58,pid-10,sess-1,f394.png,100,2,2024-08-25 13:45:12
59,pid-10,sess-1,f416.png,98.6842105263158,3,2024-08-25 13:45:16
60,pid-10,sess-1,f458.png,91.1654135338346,2,2024-08-25 13:45:19
61,pid-10,sess-1,f395.png,99.812030075188,2,2024-08-25 13:45:21
62,pid-10,sess-1,f455.png,98.4962406015038,1,2024-08-25 13:45:23
63,pid-10,sess-1,f403.png,94.7368421052632,2,2024-08-25 13:45:25
64,pid-10,sess-1,f432.png,96.6165413533835,1,2024-08-25 13:45:27
65,pid-10,sess-1,f422.png,86.0902255639098,1,2024-08-25 13:45:28
66,pid-10,sess-1,f476.png,93.421052631579,1,2024-08-25 13:45:30
67,pid-10,sess-1,r102.png,88.1578947368421,3,2024-08-25 13:45:33
68,pid-10,sess-1,f410.png,84.3984962406015,2,2024-08-25 13:45:36
69,pid-10,sess-1,f433.png,28.3834586466165,2,2024-08-25 13:45:39
70,pid-10,sess-1,f382.png,39.2857142857143,2,2024-08-25 13:45:41
71,pid-10,sess-1,f419.png,65.4135338345865,1,2024-08-25 13:45:42
72,pid-10,sess-1,r92.png,96.2406015037594,1,2024-08-25 13:45:44
73,pid-10,sess-1,f437.png,80.6390977443609,2,2024-08-25 13:45:47
74,pid-10,sess-1,f404.png,90.6015037593985,2,2024-08-25 13:45:49
75,pid-10,sess-1,f420.png,91.9172932330827,1,2024-08-25 13:45:51
76,pid-10,sess-1,f428.png,88.7218045112782,2,2024-08-25 13:45:53
77,pid-10,sess-1,r97.png,86.8421052631579,2,2024-08-25 13:45:55
78,pid-10,sess-1,r93.png,57.3308270676692,1,2024-08-25 13:45:57
79,pid-10,sess-1,r94.png,89.6616541353383,1,2024-08-25 13:45:58
80,pid-10,sess-1,r116.png,87.7819548872181,1,2024-08-25 13:46:00
81,pid-10,sess-1,r107.png,88.3458646616541,1,2024-08-25 13:46:02
82,pid-10,sess-1,f467.png,38.1578947368421,2,2024-08-25 13:46:04
83,pid-10,sess-1,r120.png,82.1428571428571,2,2024-08-25 13:46:06
84,pid-10,sess-1,f371.png,91.5413533834587,1,2024-08-25 13:46:08
85,pid-10,sess-1,f406.png,86.8421052631579,2,2024-08-25 13:46:11
86,pid-10,sess-1,f412.png,73.4962406015038,2,2024-08-25 13:46:13
87,pid-10,sess-1,r101.png,87.593984962406,2,2024-08-25 13:46:15
88,pid-10,sess-1,f448.png,88.1578947368421,1,2024-08-25 13:46:17
